@relation csv_result-credit_edit20_clustered

@attribute Instance_number numeric
@attribute id numeric
@attribute source_0 numeric
@attribute source_1 numeric
@attribute source_2 numeric
@attribute source_3 numeric
@attribute source_4 numeric
@attribute source_5 numeric
@attribute source_6 numeric
@attribute source_7 numeric
@attribute source_8 numeric
@attribute source_9 numeric
@attribute source_10 numeric
@attribute source_11 numeric
@attribute source_12 numeric
@attribute source_13 numeric
@attribute source_14 numeric
@attribute source_15 numeric
@attribute source_16 numeric
@attribute source_17 numeric
@attribute source_18 numeric
@attribute source_19 numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13}

@data
589,590,0.010837,0.038115,0.060491,-0.024883,0.009856,-0.018662,0.0434,0.024682,-0.020879,0.034519,0.019724,-0.016721,-0.028076,-0.015559,0.009732,-0.033743,-0.026684,0.03756,-0.000542,-0.00061,0,cluster12
590,591,-0.010648,-0.02326,-0.005697,-0.003007,-0.020371,-0.009349,-0.042773,-0.013504,0.014444,-0.032879,-0.013152,0.003381,0.023759,0.043923,0.00306,-0.015143,-0.009996,0.001344,0.006697,-0.038336,0,cluster9
591,592,-0.000341,0.019688,0.016475,-0.055744,0.019846,0.03556,-0.00859,0.019383,-0.009406,-0.028834,0.00678,-0.024273,0.000265,-0.001299,-0.019801,-0.017294,-0.005203,0.016499,0.006138,0.003044,0,cluster3
592,593,0.065666,0.026659,-0.007068,0.019632,-0.005224,0.013359,0.036371,-0.040345,-0.010956,0.024415,-0.001841,0.021562,-0.001346,0.026256,-0.016812,0.008759,0.02012,-0.013066,0.039179,-0.00108,0,cluster12
593,594,0.018476,-0.001173,-0.006819,0.002266,-0.058979,0.004172,0.027355,0.036988,0.01074,0.008101,0.003613,0.011889,-0.019447,-0.036538,-0.001866,-0.083343,-0.007178,-0.003136,0.049924,0.034047,0,cluster12
594,595,0.015995,0.056323,0.043306,-0.01363,-0.003491,-0.01118,-0.001528,0.044836,0.05113,0.000916,0.016488,0.012034,0.039178,0.012187,-0.047162,-0.046566,0.003232,-0.00944,0.002291,-0.014596,0,cluster9
595,596,0.019464,0.018025,0.011224,0.029107,0.02015,0.028298,-0.020099,-0.027277,-0.038498,-0.004047,-0.024829,-0.019732,0.05199,0.028708,-0.014658,0.015713,0.004953,0.025074,-0.025682,-0.016571,0,cluster3
596,597,0.031555,-0.058857,-0.032611,-0.0125,-0.017829,-0.034245,0.056919,0.015931,0.010383,-0.015846,0.04814,0.025992,0.052151,0.000658,0.002979,-0.012826,-0.043081,-0.005668,0.021931,0.01067,0,cluster12
597,598,0.00355,-0.027078,0.005829,-0.011037,-0.012397,0.009403,-0.082123,0.007207,-0.046944,-0.021444,0.027495,0.059524,0.025358,0.037073,-0.033496,0.01556,0.016637,-0.019367,0.026096,-0.042648,0,cluster12
598,599,0.009903,0.04088,0.035534,-0.027474,-0.003931,-0.029667,0.001402,-0.0157,0.011694,0.007527,0.01915,-0.017826,0.010816,-0.006782,-0.000243,-0.016089,0.015911,-0.021833,0.018939,0.002651,0,cluster12
599,600,0.003382,-0.020897,-0.038646,0.016474,-0.026437,-0.012393,-0.029412,0.017116,0.025302,-0.027198,-0.00547,0.033932,0.052217,0.036475,0.005566,-0.008723,-0.000203,-0.021915,-0.004525,-0.022638,0,cluster9
600,601,-0.019747,-0.014249,-0.010021,-0.010222,0.000267,0.009151,-0.016208,-0.041845,0.014437,0.024211,-0.015156,-0.005279,0.025447,0.013067,0.033896,-0.028667,0.005781,-0.016885,-0.016773,0.007018,0,cluster3
601,602,-0.007136,-0.043961,-0.02647,-0.012924,-0.02277,-0.022679,-0.040135,-0.013168,-0.024175,-0.013205,-0.003873,0.017542,-0.010916,0.012985,0.031997,0.004696,-0.004998,-0.017418,0.021603,-0.03559,0,cluster9
602,603,0.027181,0.017144,-0.023059,0.006537,-0.024902,-0.011095,0.038486,0.046424,-0.031097,0.013787,-0.008797,0.022972,-0.008012,-0.007133,-0.029913,-0.035289,0.011167,-0.0245,0.039582,-0.000417,0,cluster12
603,604,0.030467,-0.008833,-0.009436,0.026526,-0.022152,-0.008407,0.002539,-0.06671,-0.031806,0.000135,0.023876,-0.017583,-0.012802,-0.016765,0.04533,0.028915,0.022421,0.019814,0.041875,0.017323,0,cluster12
604,605,-0.00854,0.013487,0.031062,-0.012329,-0.032239,0.024059,0.026469,0.05813,0.020897,-0.01038,-0.037805,-0.006595,0.057988,0.011901,0.002604,0.046604,0.035978,0.003471,0.015367,0.011507,0,cluster7
605,606,0.022399,0.018741,0.012284,-0.023135,-0.024997,0.00385,0.010006,0.002711,0.000186,0.017692,-0.025969,0.04476,0.010147,0.002467,-0.010462,-0.002924,-0.035207,0.02053,-0.041596,0.010621,0,cluster3
606,607,-0.013115,-0.083741,0.007405,-0.04956,-0.037991,0.00266,0.021176,0.075303,-0.011016,0.007867,0.000392,0.022375,0.042602,-0.024095,0.012926,0.051149,0.001196,-0.016305,0.036708,0.014449,0,cluster7
607,608,0.043307,0.020369,-0.000201,-0.009941,0.010786,0.053486,-0.016537,-0.009032,-0.006485,0.012716,0.023933,0.009477,0.013597,-0.008673,0.018348,0.038176,0.043595,0.000992,-0.027975,0.004478,0,cluster12
608,609,-0.039066,0.033303,-0.010167,0.00707,0.050915,0.026446,-0.009322,0.020798,-0.004325,-0.072109,0.040881,0.033087,0.012018,-0.055445,0.04147,-0.00872,0.024312,0.021488,-0.002078,0.030747,0,cluster12
609,610,-0.031269,-0.013389,0.01726,-0.001248,-0.019494,-0.002826,0.074415,0.008164,0.024599,0.008988,-0.03703,-0.034156,0.001688,-0.031978,0.080872,0.039907,0.033715,0.022786,-0.010926,0.018205,0,cluster7
610,611,-0.001509,-0.025748,-0.016465,-0.012398,0.003233,-0.001269,-0.044096,-0.063444,-0.035998,0.018038,-0.020669,0.013389,0.003628,0.010051,0.06273,0.009678,-0.000977,-0.010236,-0.005307,-0.010988,0,cluster3
611,612,-0.02019,-0.032319,-0.016566,-0.027982,-0.032554,0.013308,-0.026739,0.041723,0.031761,0.024208,-0.001332,0.006619,-0.020248,0.018154,0.013177,-0.044532,-0.005712,-0.008385,0.011359,-0.020793,0,cluster9
612,613,-0.024579,-0.001751,0.029005,-0.004702,0.018055,-0.002179,0.030613,0.01703,-0.071954,-0.013855,0.014259,0.042536,-0.030136,0.001489,-0.009364,-0.013324,0.004312,0.014607,0.011395,0.011222,0,cluster12
613,614,0.003101,0.021484,-0.014651,-0.045595,0.012126,0.022349,-0.000181,0.002962,-0.009238,-0.012502,-0.015706,-0.010856,0.005274,-0.005975,0.002461,-0.022055,0.008182,-0.027492,0.00191,0.014761,0,cluster3
614,615,0.010136,0.032371,0.023074,-0.031718,-0.022872,0.02927,0.039807,0.058792,0.004509,-0.000001,-0.040564,-0.007712,0.008903,-0.02548,0.029335,0.077434,0.033656,0.011219,0.01515,-0.001749,0,cluster7
615,616,0.015836,0.023372,0.027044,0.001077,0.021092,0.027646,0.060419,-0.043952,0.023398,0.022282,-0.021739,0.043541,0.030701,0.048108,-0.005862,-0.03212,0.027499,-0.046473,-0.001966,0.004038,0,cluster3
616,617,-0.007807,-0.017097,-0.006868,0.007976,0.030573,0.002524,0.00344,-0.042851,-0.047508,0.000565,-0.015087,0.017923,0.070276,-0.007646,-0.029789,0.026978,-0.022528,0.042936,-0.020206,-0.020949,0,cluster12
617,618,0.018849,0.056657,0.051207,-0.020167,0.015007,-0.080944,-0.000117,0.051113,0.027615,0.037911,-0.044756,-0.051217,0.006369,-0.001828,0.022094,0.078874,0.023614,-0.028987,-0.061299,0.045309,0,cluster7
618,619,-0.028014,-0.037372,0.001649,-0.028136,-0.008785,-0.058807,-0.010659,0.003364,-0.068362,0.06251,-0.006023,-0.053171,-0.028118,0.05207,-0.057756,0.177784,-0.021386,-0.019967,0.030736,0.09503,0,cluster1
619,620,0.031551,-0.129107,-0.034163,0.070086,0.028289,0.017419,0.060749,-0.02454,0.027787,0.042025,0.046562,-0.028044,0.067286,-0.089959,-0.040727,0.05567,0.002132,0.012965,-0.080778,-0.030351,0,cluster6
620,621,0.044989,0.038043,0.004557,-0.038694,-0.003884,0.012122,0.005196,0.002647,0.002021,-0.031323,-0.044468,0.00819,0.042194,0.006523,-0.037023,-0.016326,-0.002795,-0.008598,-0.012147,-0.017651,0,cluster3
621,622,-0.062182,-0.067783,0.004247,-0.038678,-0.041236,0.000437,-0.054651,0.048441,0.002019,-0.00853,-0.070162,-0.000876,0.014361,0.007837,0.050578,0.042872,0.021,-0.021014,0.01119,-0.027334,0,cluster7
622,623,0.014521,0.001362,-0.040411,0.023691,-0.028021,-0.023387,-0.011689,0.018406,-0.025333,-0.006432,0.006077,0.035307,-0.015936,0.00419,0.038612,0.026773,0.017947,-0.00752,0.019909,-0.032672,0,cluster12
623,624,0.006797,-0.004229,0.009823,0.017081,0.082395,0.014306,-0.021072,-0.009437,-0.044552,-0.044646,-0.054631,0.038376,0.015281,0.001786,0.021235,-0.027933,0.020717,-0.024539,-0.022396,0.021893,0,cluster12
624,625,0.027779,-0.00106,-0.007615,0.005006,0.000364,0.009839,0.028427,-0.041573,-0.019246,0.040506,-0.025088,-0.036993,-0.000843,0.056204,-0.005376,0.001915,0.006516,-0.035035,-0.009528,0.023662,0,cluster3
625,626,0.014487,0.029902,0.008264,0.005068,-0.020138,-0.03012,-0.010974,-0.018278,0.041112,-0.008872,0.008349,-0.012928,0.008503,-0.008032,0.046985,0.01289,0.022717,-0.020072,0.008485,-0.006399,0,cluster12
626,627,0.027099,0.043322,-0.019762,-0.028226,0.021985,-0.080228,-0.034474,0.002124,0.004498,-0.041282,-0.040233,-0.045823,-0.004753,0.010811,-0.044607,0.004634,-0.065205,-0.048726,0.01998,-0.128952,0,cluster1
627,628,-0.032426,-0.016435,-0.010429,-0.001102,-0.000189,0.032245,-0.040879,0.057118,0.021111,-0.027097,0.014518,0.001309,0.002856,0.0298,-0.016783,-0.042656,-0.005869,0.000482,0.018428,-0.011221,0,cluster3
628,629,-0.018248,0.003963,-0.060596,0.003949,-0.005858,0.002326,-0.019299,0.003025,0.04537,-0.010642,-0.010585,0.005327,0.007794,0.019129,0.049474,-0.00982,-0.000132,-0.03246,-0.013468,-0.011804,0,cluster9
629,630,0.006452,-0.017788,-0.052877,-0.015808,-0.007653,-0.014437,-0.048772,0.001355,-0.028391,0.034093,-0.006195,0.001485,-0.016706,-0.050133,0.044002,-0.005645,-0.023176,0.001726,-0.024399,0.022689,0,cluster12
630,631,-0.015887,-0.026039,-0.028573,-0.009718,-0.030704,0.020425,-0.026368,0.014252,0.01857,0.030388,0.031113,0.009487,-0.004881,0.024683,0.026694,-0.016282,0.023297,-0.035558,0.025005,0.007302,0,cluster12
631,632,0.005454,-0.055639,-0.003475,-0.03637,-0.035978,0.023398,-0.090199,-0.015454,-0.012742,-0.01241,-0.014535,0.021027,0.014777,0.022854,-0.018033,0.003243,0.010588,-0.033654,0.021506,-0.034147,0,cluster12
632,633,-0.006496,-0.028228,0.005009,-0.005431,-0.030678,0.006955,-0.006383,0.024225,-0.002374,-0.002352,0.018614,-0.016893,0.012578,0.029694,-0.030681,-0.042215,0.000115,-0.00057,0.044262,0.003689,0,cluster12
633,634,0.015548,-0.00727,-0.004452,-0.032937,-0.027161,0.022537,-0.021337,-0.011114,-0.001859,0.018064,0.011805,0.005423,-0.012885,0.005217,0.010999,0.004523,0.015809,-0.01399,0.022,-0.008348,0,cluster3
634,635,-0.020963,-0.000968,0.008342,-0.010118,-0.02904,-0.017352,-0.015423,0.036102,-0.029534,-0.023919,-0.071089,0.018499,0.020294,-0.000328,0.053395,0.080892,0.03705,-0.005824,0.00741,-0.035143,0,cluster7
635,636,0.027448,0.016513,0.00706,0.032831,-0.027593,-0.036012,-0.018376,0.006305,0.017633,-0.004937,0.05694,0.02257,0.029808,0.005801,0.017354,0.029355,0.026837,-0.023466,0.032338,-0.012154,0,cluster12
636,637,-0.008727,-0.000718,-0.005076,0.001583,0.033951,0.044472,0.015518,-0.033107,0.018485,0.003738,-0.003484,-0.033475,0.015585,0.053362,0.004487,-0.014393,0.002823,-0.017054,0.022539,0.01768,0,cluster3
637,638,0.028966,0.044048,0.007334,-0.001559,-0.007945,-0.045456,-0.01109,-0.009701,0.016877,-0.019319,0.001194,0.023957,0.041141,-0.011351,0.011169,0.015845,0.019588,-0.027825,-0.007489,-0.015045,0,cluster9
638,639,-0.057053,0.026684,0.072847,-0.008649,-0.01885,-0.043984,0.023148,0.068233,0.031461,0.039778,-0.018691,0.021793,0.027457,-0.011972,0.045665,-0.001212,0.020058,0.034791,-0.027352,-0.008369,0,cluster7
639,640,0.068508,0.022037,-0.061333,-0.000688,0.037365,-0.039004,-0.000041,-0.02254,-0.00841,0.031589,-0.010867,-0.113531,-0.032638,0.052389,-0.012317,0.060575,-0.026878,-0.050588,-0.017982,0.060482,0,cluster1
640,641,0.015252,-0.04776,0.036189,0.033686,0.031474,0.00165,0.003085,-0.011139,-0.05666,0.000454,-0.016126,-0.028577,-0.013562,0.046424,-0.021815,-0.029891,0.017386,-0.004388,0.036929,0.027069,0,cluster12
641,642,0.037686,-0.013806,0.014511,-0.017752,-0.010916,0.016288,-0.006513,-0.06835,0.011897,0.010867,-0.002689,0.02348,-0.038024,-0.025382,0.06019,0.020358,-0.002153,0.034261,0.004065,-0.033528,0,cluster11
642,643,0.070488,0.009343,0.053516,-0.039151,-0.021861,0.036348,-0.006514,-0.077018,0.044835,0.01967,-0.0056,0.007084,-0.003488,-0.009764,-0.007817,0.012108,-0.00529,0.049175,-0.025615,-0.042984,0,cluster11
643,644,0.001848,0.010801,-0.022595,0.019353,0.032777,-0.005801,0.020808,0.008206,-0.037775,-0.017511,0.008087,0.033301,0.007172,-0.000787,0.028292,0.003234,0.000226,0.005609,-0.004897,-0.00316,0,cluster3
644,645,0.005868,0.001591,0.026535,0.037476,0.003904,-0.004189,-0.005761,0.024531,-0.052504,-0.022781,0.000657,-0.004699,0.019508,0.017561,-0.028156,-0.025363,-0.013917,0.05689,0.023645,-0.018557,0,cluster12
645,646,0.046977,0.00702,0.006474,0.018955,-0.040637,-0.002181,0.020099,0.000146,0.000829,-0.009585,0.027583,0.006307,0.03776,0.031023,-0.029921,0.004998,0.00742,0.01129,0.03836,-0.00993,0,cluster12
646,647,0.010172,-0.032763,0.0338,0.007542,0.026802,0.006878,-0.020475,-0.053737,-0.053109,0.020922,-0.036428,-0.009231,0.017847,0.038291,-0.010992,-0.030401,0.022981,-0.021564,0.005802,0.017202,0,cluster12
647,648,0.021131,0.017002,-0.007766,-0.015882,0.021529,0.023108,0.002331,-0.010723,0.015946,0.007913,-0.007499,0.044413,0.007949,-0.012493,0.031213,-0.008963,0.038388,-0.006831,-0.050905,-0.010703,0,cluster3
648,649,0.049053,-0.016184,-0.012693,0.061739,0.02084,-0.020799,0.004807,-0.021994,-0.081872,-0.004785,-0.028864,-0.000286,0.015981,0.007638,0.049058,0.019833,0.016163,0.012741,0.000908,0.012255,0,cluster12
649,650,-0.017625,-0.026629,-0.052882,-0.005011,-0.001537,-0.000716,-0.02227,0.016873,-0.004921,-0.012757,0.024104,0.003995,-0.02322,-0.00084,0.058987,0.012217,-0.000958,-0.022562,0.018195,-0.009896,0,cluster12
650,651,-0.058193,-0.011994,-0.006313,-0.021194,-0.020501,-0.010372,0.027451,0.038672,-0.012662,0.023519,-0.013583,-0.015298,-0.018333,-0.011005,0.103138,0.0657,0.042003,-0.010102,0.023546,0.015821,0,cluster7
651,652,0.03585,0.000999,-0.006961,0.021711,-0.042207,-0.005415,0.008497,-0.006091,0.019639,0.001876,0.033567,0.015756,0.039933,0.044429,-0.012841,0.006888,0.007374,-0.001932,0.029305,-0.018453,0,cluster12
652,653,0.015924,0.059048,0.035232,-0.03178,-0.00618,-0.037088,-0.023807,-0.005781,0.036566,0.01537,-0.00084,0.043225,0.028571,0.007718,0.010617,-0.012807,0.015221,-0.018536,-0.027584,-0.035826,0,cluster9
653,654,0.008402,0.003528,-0.036821,-0.015174,-0.016004,0.011609,0.024337,0.025164,0.00931,0.016142,0.019052,-0.017089,-0.040221,-0.017342,0.047596,-0.000456,0.002692,-0.005428,0.02444,0.005534,0,cluster12
654,655,-0.072278,-0.018371,0.011476,0.02273,-0.008093,-0.027116,0.029014,0.055426,0.000601,-0.036528,-0.004278,-0.035667,0.012013,0.026676,0.057599,0.046455,0.004251,0.034186,0.03691,-0.009806,0,cluster7
655,656,-0.032319,-0.010179,-0.050952,-0.022914,0.027061,0.021639,-0.046853,0.014826,0.033611,-0.029942,0.009054,0.003522,0.022233,0.030222,0.013086,-0.019608,-0.018429,-0.046761,-0.008675,-0.017463,0,cluster9
656,657,0.021344,0.027432,0.000222,-0.016416,0.007038,0.007477,-0.015598,-0.048171,0.003947,0.016384,-0.022793,0.03508,0.034377,0.011445,0.031186,0.003757,0.013187,-0.009604,-0.038828,-0.015682,0,cluster3
657,658,0.032702,0.016795,-0.025206,0.026213,-0.014289,-0.013837,0.008784,0.014668,-0.032772,-0.040264,0.009003,0.008411,0.002813,-0.000298,0.024639,0.033649,0.01239,0.009784,0.026497,-0.016516,0,cluster12
658,659,-0.003831,-0.030187,0.067564,-0.038337,-0.057168,0.018458,0.028947,0.02468,0.049348,0.029268,-0.036646,0.003169,-0.045197,-0.052213,0.062518,0.0382,0.017609,0.070123,0.017422,-0.020148,0,cluster7
659,660,0.028223,-0.002416,-0.047868,0.00291,-0.015559,-0.003237,0.015414,-0.036695,0.012542,-0.033119,-0.000603,-0.020916,0.023482,-0.004889,0.042513,0.032582,0.005039,-0.020721,0.01113,0.012249,0,cluster12
660,661,0.03176,-0.009292,0.00888,-0.008636,0.014229,-0.021687,-0.012788,-0.033466,-0.068509,0.005314,-0.083101,-0.017429,0.013321,-0.023776,0.011203,-0.04978,0.000619,0.009683,-0.026538,0.029901,0,cluster12
661,662,0.003713,-0.000223,-0.00023,-0.01372,0.01792,0.01644,0.015161,-0.018184,-0.013903,0.011387,-0.00633,0.031363,0.009032,-0.043631,0.005743,-0.000093,0.027572,0.022246,-0.021898,-0.011379,0,cluster3
662,663,0.062558,-0.040042,-0.04147,-0.028685,-0.020697,-0.006186,0.002537,0.031767,-0.037343,0.026258,0.024902,0.037062,-0.000379,-0.094748,0.034952,0.009778,-0.056338,0.03026,-0.000312,0.025297,0,cluster12
663,664,0.022907,0.009511,0.003425,-0.03368,-0.003078,0.05961,-0.021114,-0.017497,-0.015016,-0.012439,0.041996,-0.02774,0.022832,0.007532,-0.017901,0.025775,0.037928,-0.026176,0.035599,0.03581,0,cluster12
664,665,0.006073,-0.023052,0.005991,-0.0151,-0.023661,-0.027251,-0.028285,-0.014284,-0.022302,-0.046219,-0.040795,-0.011403,0.005516,0.019635,-0.004857,-0.012251,-0.018894,0.019539,0.015897,-0.047433,0,cluster9
665,666,0.003756,-0.028873,-0.0029,0.030571,0.016186,0.013933,0.041439,-0.01064,-0.048358,-0.001918,0.014516,-0.020622,-0.021162,-0.008492,0.055035,-0.041895,0.010848,0.006025,-0.008197,0.007002,0,cluster12
666,667,-0.063986,-0.013902,-0.010583,-0.009839,-0.033172,-0.010243,0.027128,0.006702,-0.045266,-0.004967,-0.025777,0.033715,-0.053416,0.07317,-0.032614,0.049774,-0.08478,-0.023991,-0.048679,0.088367,0,cluster1
667,668,0.013894,-0.042115,-0.014009,0.011441,0.00238,-0.019813,0.049822,-0.052004,0.01129,-0.001995,0.018741,0.003813,0.039057,-0.019855,0.002769,0.021078,0.039513,0.031478,-0.09409,-0.052007,0,cluster11
668,669,-0.030455,-0.016765,0.011476,0.031336,0.069847,0.057963,0.038726,-0.025919,0.031057,-0.066188,0.009588,-0.030624,0.030232,0.045197,0.004158,-0.022281,0.002058,-0.007017,0.008803,0.020111,0,cluster3
669,670,0.018773,0.057488,0.033999,-0.001543,-0.008371,-0.034006,0.026203,0.044799,0.025127,0.009763,0.030354,0.014174,0.0032,-0.012451,0.002954,-0.02229,0.011334,0.009187,0.010682,-0.008204,0,cluster12
670,671,-0.045814,-0.049406,0.053736,0.035258,-0.066719,-0.038599,-0.01069,0.046358,0.025483,0.015877,0.044001,-0.029571,0.020869,0.015994,0.035864,0.065331,0.039291,0.001151,0.08126,-0.003116,0,cluster7
671,672,-0.014918,-0.049854,0.053235,0.002696,0.010767,0.042338,0.049435,-0.046041,0.047803,-0.006531,0.047497,0.002711,-0.000618,0.06061,-0.015563,-0.03055,0.052951,-0.025123,0.050889,0.007825,0,cluster12
672,673,0.039267,0.037743,-0.001299,-0.004706,-0.008689,-0.014568,0.031412,-0.009839,0.000995,-0.026572,-0.006173,0.01176,0.039718,0.01681,-0.004006,-0.001234,-0.003196,0.01149,-0.001901,-0.012189,0,cluster3
673,674,-0.031293,-0.002027,0.02906,-0.026645,-0.031133,-0.048497,-0.035975,0.01382,0.046738,0.034211,0.000609,0.009172,0.010183,0.021026,0.003082,-0.061345,0.004388,-0.022986,0.000514,-0.025619,0,cluster9
674,675,0.020406,-0.031609,0.046428,0.008513,-0.016449,0.029544,-0.018833,-0.044402,0.037358,0.001389,-0.014892,-0.017562,-0.001673,0.020554,-0.011237,-0.00352,-0.019902,0.07792,-0.010531,-0.06316,0,cluster11
675,676,-0.002359,0.011887,-0.00161,-0.028438,-0.007333,-0.002428,-0.014158,-0.007528,-0.051061,0.009558,0.033419,-0.000569,-0.012564,-0.011457,0.010826,-0.021154,0.005058,0.001327,0.036666,0.018219,0,cluster12
676,677,0.062487,-0.070235,-0.045669,0.001269,-0.048909,-0.027063,0.03732,0.008076,0.01014,-0.01672,0.037366,0.028227,0.011696,-0.028461,0.032169,0.045575,-0.033825,0.012629,0.030551,-0.017566,0,cluster12
677,678,0.062877,0.033527,-0.003307,-0.015851,-0.025879,0.005427,0.041437,0.000953,-0.020048,0.016682,0.031088,-0.023854,-0.004081,0.023842,0.026433,0.004931,0.011213,0.034463,-0.020654,0.006558,0,cluster12
678,679,-0.002135,-0.032638,-0.009481,-0.012186,-0.016356,0.016444,0.008569,-0.023422,0.031748,0.025464,-0.017754,-0.014905,0.014999,0.003183,0.00857,-0.020838,0.003762,0.01099,-0.040691,-0.01312,0,cluster3
679,680,-0.027195,-0.053941,-0.019187,0.025257,-0.018664,-0.004565,-0.032333,-0.009626,0.012388,0.013191,0.000682,-0.013566,0.028955,0.033701,0.017999,-0.033955,-0.018997,0.007416,0.005228,-0.007691,0,cluster9
680,681,0.004866,0.022738,0.006963,0.01301,-0.015936,-0.060665,-0.019741,0.006572,0.022342,-0.003185,0.027225,0.036947,0.025318,0.006826,0.021153,0.006601,0.011489,-0.015494,0.001193,-0.032533,0,cluster9
681,682,0.066842,-0.029398,0.000146,0.027576,-0.039968,0.016832,0.060693,0.025812,-0.026031,-0.046428,0.014906,-0.050916,0.072828,-0.039082,0.000636,-0.03713,-0.072712,0.015487,0.016677,0.072466,0,cluster6
682,683,0.019076,0.023413,0.006731,-0.004263,0.027907,0.027365,0.012776,0.012119,0.001834,-0.025851,0.004508,0.037676,0.022488,-0.029123,-0.008793,-0.043288,0.041872,-0.021428,-0.015422,0.030142,0,cluster3
683,684,0.008978,-0.03776,0.005501,0.017516,-0.018009,-0.008717,0.010639,-0.071257,0.027323,-0.004761,0.026778,0.017233,0.030814,0.021372,0.026046,-0.016798,0.027482,-0.018575,0.002054,0.003692,0,cluster3
684,685,-0.013007,0.018931,-0.004332,-0.009278,-0.018391,-0.049546,0.05607,0.039923,-0.049937,0.014337,-0.065933,0.010064,-0.002701,-0.006139,0.017688,0.038213,0.011526,-0.034149,0.040649,-0.034291,0,cluster7
685,686,-0.037949,0.034899,0.059678,-0.025984,-0.018906,-0.04955,0.013173,0.067492,0.015285,0.007365,-0.045882,-0.002809,0.036057,-0.008228,0.024621,0.023691,0.032574,-0.00974,0.004389,-0.014035,0,cluster7
686,687,-0.014906,-0.03953,-0.051887,0.03234,-0.024196,-0.01143,-0.000103,0.016891,0.019942,-0.009558,0.041259,0.00054,-0.0012,0.021718,0.049848,-0.001919,-0.004059,-0.01422,0.034159,-0.000406,0,cluster12
687,688,-0.023709,-0.004697,0.019061,-0.02284,0.032774,0.011285,0.010055,-0.01225,-0.034581,-0.002647,0.003959,0.008934,-0.01645,-0.005859,0.017119,-0.029223,0.000104,-0.005343,0.00845,0.016323,0,cluster3
688,689,-0.001916,-0.051201,0.045853,-0.027206,-0.061124,0.024009,-0.062552,-0.028503,-0.017546,0.02421,0.041522,0.03328,-0.032927,0.058288,-0.027095,-0.01374,0.032961,-0.046442,-0.000359,0.004022,0,cluster12
689,690,0.026008,-0.02858,-0.022056,0.015383,0.033485,-0.021554,0.015043,-0.03697,-0.005889,-0.040492,-0.038772,-0.00598,-0.002415,0.054675,-0.055805,0.061701,-0.002074,-0.037608,0.015791,0.029329,0,cluster1
690,691,0.008733,0.000548,0.002046,-0.013099,0.011324,-0.005029,0.043358,-0.049101,-0.004993,0.004992,-0.04132,0.02703,0.015751,0.009669,0.021638,-0.035835,-0.002261,-0.022245,-0.002692,0.01408,0,cluster3
691,692,0.032423,-0.020508,0.013894,-0.01072,0.015264,-0.040901,0.053416,0.008535,-0.000106,0.041501,0.066124,0.015151,0.011188,-0.030603,0.039645,0.007664,-0.021782,-0.004319,0.013217,0.025852,0,cluster12
692,693,0.033624,-0.000857,-0.002982,-0.018886,-0.033182,0.022907,0.007912,-0.016006,0.013911,-0.00006,0.004643,-0.019499,0.011032,0.006298,-0.002197,0.001173,0.011053,-0.006624,0.026891,0.007838,0,cluster3
693,694,-0.002158,-0.000215,-0.00191,-0.025691,0.004705,0.001429,-0.015708,-0.060415,-0.009211,0.01599,-0.027926,-0.00491,0.02162,0.006916,0.029182,-0.015172,0.007939,-0.01672,-0.019807,0.001721,0,cluster3
694,695,0.042259,0.037634,0.0564,-0.050217,-0.039295,0.042539,0.044731,0.046515,0.023247,0.005659,-0.050935,0.000155,-0.009011,-0.035127,0.01676,0.092313,0.022478,0.049559,0.009795,-0.030554,0,cluster7
